source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/indian-bank-education-loan,post-body,/site/college/institute-of-management-development-and-research,"Prin. L. N. Welingkar Institute of Management, Development & Research, Bengaluru",31,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/college/st-johns-medical-college-job-prospects,"St. John's Medical College, Bengaluru",32,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/college/indian-institute-of-forest-management,"Indian Institute of Forest Management, Bhopal",33,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/college/kiit-university,"Kalinga Institute of Industrial Technology, Bhubaneshwar",34,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/college/kalinga-institute-of-dental-sciences,"Kalinga Institute of Dental Science, Bhubaneshwar",35,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/college/loyola-institute-of-business-administration,"Loyola Institute of Business Administration, Chennai",36,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,40,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,41,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,42,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/blog/csis-education-loan,Central Scheme to Provide Interest Subsidy (CSIS),43,KEEP,compliant
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Don't Let Fees Hold You Back! Get Hassle Free Education Loan from Propelld Today!,44,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Propelld,45,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Visit our website,46,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/blog/central-bank-of-india-education-loans,Central Bank of India Education Loans Interest Rates in 2024,47,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/blog/education-loan-without-collateral,Education Loan without Collateral 2024: Banks & Interest Rates,48,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/blog/sbi-education-loan,SBI Education Loan - Eligibility and Interest Rates (2024),49,KILL,duplicate-target
/site/blog/indian-bank-education-loan,post-body,/site/blog/lowest-interest-rate-on-education-loan,Lowest Interest Rate on Education Loan in 2024- List of Banks,50,KILL,duplicate-target
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/impact-of-budget-2024-on-education-loans-in-india,Impact of Budget 2025 on Education Loans in India,0,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/lowest-interest-rate-on-education-loan,best education loan interest rates,1,REVIEW,cross-category
/site/blog/indian-overseas-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,2,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified  Processing  Dedicated Support.,3,KILL,duplicate-target
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/iba-model-education-loan-scheme,IBA Model Education Loan Scheme: Eligibility & Rates 2025,4,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/lp/study-loan-eligibility,‍Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,5,KILL,duplicate-target
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/education-loan-moratorium-period,education loan moratorium period,6,REVIEW,cross-category
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/vidya-lakshmi-education-loan,Vidya Lakshmi Education Loan Portal: Interest Rates (2025),7,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Propelld’s,8,KILL,duplicate-target
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/indian-bank-education-loan,Indian Bank Education Loan: Check Eligibility and Interest Rate,9,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/uco-bank-education-loan,UCO Bank Education Loan: Interest Rates and How to Apply?,10,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/bank-of-india-education-loan,Bank Of India Education Loan: Interest Rate 2024 & How to Apply,11,KEEP,compliant
/site/blog/indian-overseas-bank-education-loan,post-body,/site/blog/central-bank-of-india-education-loans,Central Bank of India Education Loans Interest Rates in 2024,12,KEEP,compliant
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/education-loan-for-pilot-training,Education Loan for Pilot Training in India,0,KEEP,compliant
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/sbi-pilot-training-loan,SBI pilot training loan,2,KEEP,compliant
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/lp/study-loan-eligibility,Get Education Loan 10X Faster than Banks,4,KEEP,compliant
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/lp/study-loan-eligibility,Dream College? We'll Fund It,5,KILL,duplicate-target
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,6,KILL,duplicate-target
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/education-loan-living-expenses,Does Education Loan Cover Living Expenses? What's Covered and Budget Tips,7,KEEP,compliant
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/mba-in-aviation,"MBA in Aviation: Admissions, Colleges and Jobs",8,REVIEW,cross-category
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/mba-in-aviation-management,"MBA in Aviation Management: Course, Fees, Top Colleges",9,REVIEW,cross-category
/site/blog/indigo-cadet-pilot-programme,post-body-2nd-half,/site/blog/sbi-pilot-training-loan,SBI Pilot Training Loan,10,KILL,duplicate-target
/site/blog/indusind-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India,0,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/education-loan-eligibility-and-application-process,eligibility for loans offered by other institutions,1,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/documents-required-for-education-loan,minimal documentation,2,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/margin-money-policy-of-propelld,Propelld's 0% margin education loans,3,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/education-loan-emi-calculator,Education Loan EMI calculator,4,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Get Up to ₹40L Education Loan Without Collateral,5,KILL,duplicate-target
/site/blog/indusind-bank-education-loan,post-body,/site/blog/education-loan-for-abroad-studies,complete guide on using education loans for higher studies abroad,7,REVIEW,cross-category
/site/blog/indusind-bank-education-loan,post-body,/site/blog/service-standards-sla-propellds-commitment-to-students-parents,SLA Policy,8,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/lp/study-loan-eligibility,"Did you know? With Propelld, relatives can be your education loan co-applicant too!",9,KILL,duplicate-target
/site/blog/indusind-bank-education-loan,post-body,/site/blog/education-loan-moratorium-period,moratorium period,10,REVIEW,cross-category
/site/blog/indusind-bank-education-loan,post-body,/site/blog/top-benefits-of-taking-a-study-abroad-loan,benefits of taking loans from NBFCs,11,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/education-loan-without-collateral,"Propelld's instant, no-collateral, study-abroad–focused loans",12,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/lp/study-loan-eligibility,Propelld,13,KILL,duplicate-target
/site/blog/indusind-bank-education-loan,post-body,/site/blog/education-loan-moratorium-period,Education Loan Moratorium Period - All you need to know!,14,KILL,duplicate-target
/site/blog/indusind-bank-education-loan,post-body,/site/blog/sbi-education-loan,SBI Education Loan - Eligibility and Interest Rates (2026),15,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/hdfc-education-loan,HDFC Education Loan - Eligibility and Interest Rates (2026),16,KEEP,compliant
/site/blog/indusind-bank-education-loan,post-body,/site/blog/bank-of-baroda-education-loan,Bank of Baroda Education Loan - Eligibility and Interest Rates,17,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/college/all-india-institute-of-medical-sciences-delhi-fees,AIIMS New Delhi,0,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/site/lp/study-loan-eligibility,Minimal Documentation. Fast Approval. Easy Digital Processes. Check Your Eligibility.,1,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/college/jawaharlal-institute-of-postgraduate-medical-education-and-research,JIPMER Puducherry,1,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/college/postgraduate-institute-of-medical-education-research,PGIMER Chandigarh,2,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/site/lp/study-loan-eligibility,Propelld Education Loan,3,KILL,duplicate-target
/site/blog/ini-cet-exam,post-body-2nd-half,/site/college/sree-chitra-tirunal-institute-for-medical-science-and-technology,SCTIMST Trivandrum,3,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/site/lp/study-loan-eligibility,Just 4 basic documents to get your loan disbursed. Apply now,4,KILL,duplicate-target
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/neet-pg-seats-in-india,NEET PG State-wise Seat Distribution,4,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/site/lp/study-loan-eligibility,Funding your future in just 7 Days. Apply today,5,KILL,duplicate-target
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/education-loan-for-mbbs,education loans for medical courses such as MBBS,5,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/site/blog/neet-pg-counselling,NEET PG registration process,6,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site,Propelld,6,KEEP,compliant
/site/blog/ini-cet-exam,post-body,/,Apply now,7,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,7,KILL,duplicate-target
/site/blog/ini-cet-exam,post-body,/site/blog/nbe-neet-pg-mock-test,Know how to maximise your NEET PG scores with mock tests!,8,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/phd-after-btech,PhD after BTech,8,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,How to Get an Education Loan for Abroad Studies in 2026?,9,KEEP,compliant
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/education-loan-for-mbbs,Education loans for MBBS,10,KILL,duplicate-target
/site/blog/ini-cet-exam,post-body-2nd-half,/site/blog/education-loan-benefits,Education Loan Benefits 2026: India and Abroad,11,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body,/site/lp/study-loan-eligibility,"Quick, Collateral-Free Education Loans with Propelld. Apply today!",0,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/nbe-neet-pg-mock-test,Know how to maximise your NEET PG scores with mock tests!,0,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body,/site/lp/study-loan-eligibility,Apply for your education loan with 4 basic documents. Check eligibility now!,1,KILL,duplicate-target
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/mch-degree,"MCh Degree,",1,REVIEW,cross-category
/site/blog/ini-cet-exam-date,post-body,/site/blog/neet-pg-counselling,NEET PG registration process,2,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site,Propelld,2,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body,/site/lp/study-loan-eligibility,Apply for an education loan with any relative as your co-applicant. Check eligibility now!,3,KILL,duplicate-target
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,3,KILL,duplicate-target
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/understanding-ms-in-medical,Understanding MS in Medical: A Path for Future Surgeons,4,REVIEW,cross-category
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/education-loan-for-mbbs,Education Loan for MBBS,5,KEEP,compliant
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/mbbs-fees,MBBS Fees: Private/ Government College Fees,6,REVIEW,cross-category
/site/blog/ini-cet-exam-date,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility: Top Lenders, Interest Rates, and How to Apply",7,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,0,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,1,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,"Secure an Education Loan, Without Depending on CIBIL Score. Check Your Eligibility in Minutes.",2,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/blog/how-to-get-an-education-loan-with-low-cibil-score,how to get an education loan with low CIBIL Score.,3,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,‍7 Days Disbursement. Get your Education Loan 10 times Faster than Banks. Apply Now.,4,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,5,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,6,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/blog/how-to-increase-cibil-score,how to improve your CIBIL score,7,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/blog/education-loan-without-co-applicant,get an education loan without a co applicant.,8,REVIEW,cross-category
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,9,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/blog/education-loan-without-collateral,how to get an education loan without collateral,10,REVIEW,cross-category
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld’s,11,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld for better financing options,12,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Success Based on Your Merit! Student Marks Based Approval. Apply Today!,13,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Hassle Free Loans. Lesser Documents. Higher Chances of Approval. Check Your Eligibility Now!,14,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,15,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/blog/instant-loans-for-students,How to Apply for a Instant Student Loan Online,16,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/blog/lowest-interest-rate-on-education-loan,Lowest Interest Rate on Education Loan - List of Banks 2024,17,KEEP,compliant
/site/blog/instant-loan-without-cibil,post-body,/site/blog/education-loan-eligibility-and-application-process,Education Loan Eligibility And The Application Process,18,REVIEW,cross-category
/site/blog/instant-loan-without-cibil,post-body,/site/blog/education-loan-without-co-applicant,How to Get Education Loan Without Co-applicant in India 2024,19,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Higher Approval. Lower Rejection. Check out Hassle Free Loans at Propelld. Apply Now.,20,KILL,duplicate-target
/site/blog/instant-loan-without-cibil,post-body,/site/lp/study-loan-eligibility,Propelld,21,KILL,duplicate-target
/site/blog/instant-loans-for-students,post-body,/,website,0,REWRITE,anchor-garbage
/site/blog/interest-free-student-loans,post-body,/site/blog/vidya-lakshmi-education-loan,Pradhan Mantri Vidyalaxmi Scheme,0,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/education-loan-by-the-government,Education Loans by the Government,1,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/education-loan-in-bihar,Bihar Student Credit Card (BSCC) Scheme,2,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/gueedc-education-loan,Gujarat — GUEEDC Scheme,3,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/kerala-government-education-loan-subsidy,Kerala — KSHELB,4,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/nsfdc-education-loan-for-sc-students,NSFDC Loans,5,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,6,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/education-loan-scheme-by-narendra-modi,Education Loan Scheme by Narendra Modi: Eligibility and Banks,7,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/lp/study-loan-eligibility,Get an Education Loan with Higher Chances of Approval,8,KILL,duplicate-target
/site/blog/interest-free-student-loans,post-body,/site/scholarships/prime-ministers-scholarship-scheme,Prime Minister's Scholarship Scheme,9,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/,Propelld,10,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/contact,Explore Propelld education loans today,11,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/csis-education-loan,CSIS Education Loan Scheme: Eligibility and Courses Covered,12,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/e-samaj-kalyan-education-loan,E Samaj Kalyan Education Loan: Eligibility and How to Apply,13,KEEP,compliant
/site/blog/interest-free-student-loans,post-body,/site/blog/vidya-lakshmi-education-loan,"Vidya Lakshmi Education Loan Portal: Eligibility, ROI and How to Apply",14,KILL,duplicate-target
/site/blog/interest-free-student-loans,post-body,/site/blog/government-education-loan-for-sc-st-students,Government Education Loan for SC/ST Students — Interest Rates and Eligibility,15,KEEP,compliant
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/blog/documents-required-for-abroad-education-loan,essential documents for an education loan,0,REVIEW,cross-category
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",1,KEEP,compliant
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/blog/education-loan-interest-rates-at-propelld,Understanding Education Loan Interest Rates,2,REVIEW,cross-category
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,3,KILL,duplicate-target
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/lp/study-loan-eligibility,Propelld’s collateral-free financing options,4,KILL,duplicate-target
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/college-loan,How to Get Instant Student Loan: The Complete Guide,5,KEEP,compliant
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/education-loan-emi-calculator,Education Loan EMI Calculator,6,KEEP,compliant
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/blog/education-loan-repayment-rules,Education Loan Repayment Rules in India,7,KEEP,compliant
/site/blog/iob-education-loan-repayment-rules-a-detailed-guide,post-body,/site/blog/education-loan-for-abroad-studies,Education Loan for Abroad Studies: A Comprehensive Guide,8,REVIEW,cross-category
/site/blog/ipmat-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,0,KEEP,compliant
/site/blog/ipmat-exam,post-body,/site/lp/study-loan-eligibility,Higher Chances of Approval with Minimal Documentation. Check Propelld Education Loan!,1,KILL,duplicate-target
/site/blog/ipmat-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,1,KILL,duplicate-target
/site/blog/ipmat-exam,post-body,/site/blog/mba-for-working-professionals,MBA for working professionals,2,REVIEW,cross-category
/site/blog/ipmat-exam,post-body-2nd-half,/,Propelld,2,KEEP,compliant
/site/blog/ipmat-exam,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 Times Faster than Banks. Apply Now,3,KILL,duplicate-target
/site/blog/ipmat-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply,3,KILL,duplicate-target
/site/blog/ipmat-exam,post-body,/site/blog/mba-admission,MBA Admission,4,REVIEW,cross-category
/site/blog/ipmat-exam,post-body-2nd-half,/site/blog/mba-for-working-professionals,MBA for working professionals,4,KILL,duplicate-target
/site/blog/ipmat-exam,post-body,/site/blog/mba-in-business-management,MBA in Business Management,5,REVIEW,cross-category
/site/blog/ipmat-exam,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility, Interest Rates, and How to Apply",5,KEEP,compliant
/site/blog/ipmat-exam,post-body,/site/lp/study-loan-eligibility,Unlock a Bright Future. Fund Your Education in 7 Days. Click to Know How!,6,KILL,duplicate-target
/site/blog/ipmat-exam,post-body-2nd-half,/site/blog/mba-courses-list,MBA Courses List,6,KEEP,compliant
/site/blog/ipmat-exam,post-body,/site/blog/mba-courses-list,MBA Courses list,7,KILL,duplicate-target
/site/blog/ipmat-exam,post-body-2nd-half,/site/blog/education-loan-without-collateral,Education Loan Without Collateral: Eligibility & Rates 2025,7,KEEP,compliant
/site/blog/ipmat-exam,post-body,/site/lp/study-loan-eligibility,Get Your Education Loan Approved Based on Student Potential. Check Out Now!,8,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body,/site/blog/mba-for-working-professionals,MBA for working professionals,1,REVIEW,cross-category
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,1,KEEP,compliant
/site/blog/ipmat-exam-date,post-body,/site/lp/study-loan-eligibility,Flexible education loans with minimal documentation. Apply today!,2,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,2,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body,/site/lp/study-loan-eligibility,Get Your Loan Disbursed 10x Faster than Banks. Explore now!,3,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,3,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body-2nd-half,/,Propelld,4,KEEP,compliant
/site/blog/ipmat-exam-date,post-body,/site/blog/mba-admission,MBA Admission,5,REVIEW,cross-category
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/blog/btech-agriculture-engineering-course,"BTech Agriculture Engineering: Eligibility, Career & Jobs",5,REVIEW,cross-category
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility, Interest Rates, and How to Apply",6,KEEP,compliant
/site/blog/ipmat-exam-date,post-body,/site/lp/study-loan-eligibility,No Collateral Required. Approval Based on Student Potential. Check Your Eligibility.,7,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/blog/mba-courses-list,MBA Courses list,7,KEEP,compliant
/site/blog/ipmat-exam-date,post-body,/site/lp/study-loan-eligibility,"Finance 100% of Your College Fees, Including All Expenses, With Just One Click!",8,KILL,duplicate-target
/site/blog/ipmat-exam-date,post-body-2nd-half,/site/blog/education-loan-without-collateral,Education Loan Without Collateral: Eligibility & Rates 2025,8,KEEP,compliant
/site/blog/ipmat-exam-date,post-body,/site/blog/mba-in-business-management,MBA in Business Management,9,REVIEW,cross-category
/site/blog/ipmat-exam-date,post-body,/site/blog/mba-courses-list,MBA Courses list,10,KILL,duplicate-target
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Minimal Documentation. Higher Chances of Approval. Check Your Eligibility.,0,KEEP,compliant
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/lp/study-loan-eligibility,Get Your Education Loan Approved Today for Any College in India With Just One Click!,1,KILL,duplicate-target
/site/blog/ipu-cet-exam,post-body,/site/lp/study-loan-eligibility,"Not Just Tuition Fees, But Other Expenses Are Also Covered. Simplified Processing, Dedicated Support",2,KILL,duplicate-target
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/education-loan-by-the-government,government education loans,2,KEEP,compliant
/site/blog/ipu-cet-exam,post-body,/site/blog/education-loan-eligibility-and-application-process,education loan eligibility,3,KEEP,compliant
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/b-ed-course-fees,B.Ed course for 2026?,3,REVIEW,cross-category
/site/blog/ipu-cet-exam,post-body-2nd-half,/site,Propelld’s,4,KEEP,compliant
/site/blog/ipu-cet-exam,post-body,/site/lp/study-loan-eligibility,Get Your Loan Disbursed 10x Faster Compared to Traditional Banks. Click to Learn How,5,KILL,duplicate-target
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,Eligibility to apply for an education loan,5,KILL,duplicate-target
/site/blog/ipu-cet-exam,post-body,/site/blog/government-education-loan-for-sc-st-students,government education loans can reduce your financial burden,6,KEEP,compliant
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,How to Get an Education Loan for Abroad Studies in 2024?,6,KEEP,compliant
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/education-loan-for-iit-students,How to get an education loan for IIT students,7,KEEP,compliant
/site/blog/ipu-cet-exam,post-body-2nd-half,/site/blog/iit-full-form,IIT Full Form,8,REVIEW,cross-category
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/government-education-loan-for-sc-st-students,"Government Education Loans, interest rates, and eligibility",0,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified Processing Dedicated Support.,1,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,"Not Just Tuition Fees, But Other Expenses Are Also Covered. Check Simplified Education Loans from Propelld.",1,KILL,duplicate-target
/site/blog/ipu-cet-exam-date,post-body,/site/blog/education-loan-eligibility-and-application-process,education loan eligibility,2,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body,/site/lp/study-loan-eligibility,Get Quick Loan Disbursal—10 Times Faster Than Banks. Click to Know How,3,KILL,duplicate-target
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/education-loan-by-the-government,government education loans,3,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/b-ed-course-fees,B.Ed in 2026,7,REVIEW,cross-category
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/lp/study-loan-eligibility,Want a Hassle-Free Student Loans with a Fully Digital Process? Click to Know How.,8,KILL,duplicate-target
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site,Propelld,9,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,Eligibility to apply for an education loan,10,KILL,duplicate-target
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,How to Get an Education Loan for Abroad Studies in 2024?,11,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/education-loan-for-iit-students,How to get an education loan for IIT students,12,KEEP,compliant
/site/blog/ipu-cet-exam-date,post-body-2nd-half,/site/blog/iit-full-form,IIT Full Form,13,REVIEW,cross-category
/site/blog/ireland-study-abroad,post-body,/site/lp/study-loan-eligibility,Propelld,0,KEEP,compliant
/site/blog/ireland-vs-canada,post-body,/site/blog/education-loan-for-canada,education loans for Canada,0,KEEP,compliant
